File Name,Total Invested,Acquired Value,Return %
monthly_on_1_investment_schedule_with_units.csv,1650000.0,2562254.103784668,55.288127502101084
monthly_on_24_investment_schedule_with_units.csv,1650000.0,2560291.4380480684,55.1691780635193
monthly_on_22_investment_schedule_with_units.csv,1650000.0,2559430.1031039096,55.11697594569149
monthly_on_21_investment_schedule_with_units.csv,1650000.0,2559073.9730565595,55.095392306458145
monthly_on_23_investment_schedule_with_units.csv,1650000.0,2557316.773210428,54.98889534608656
monthly_on_2_investment_schedule_with_units.csv,1650000.0,2557020.8701125886,54.970961825005375
monthly_on_3_investment_schedule_with_units.csv,1650000.0,2553824.9496386587,54.77726967507022
monthly_on_19_investment_schedule_with_units.csv,1650000.0,2553681.864953565,54.76859787597363
monthly_on_25_investment_schedule_with_units.csv,1650000.0,2551730.1498013968,54.65031210917556
monthly_on_20_investment_schedule_with_units.csv,1650000.0,2547857.8863489977,54.415629475696825
monthly_on_18_investment_schedule_with_units.csv,1650000.0,2547284.7609245777,54.38089460148956
monthly_on_26_investment_schedule_with_units.csv,1650000.0,2547107.6310292035,54.37015945631536
monthly_on_4_investment_schedule_with_units.csv,1650000.0,2544036.3924261057,54.18402378340035
monthly_on_14_investment_schedule_with_units.csv,1650000.0,2543883.466294122,54.17475553297709
fine_tuned_daily_investment_with_all_dates_with_returns.csv,1649999.9999999572,2543160.9445295488,54.13096633512817
monthly_on_16_investment_schedule_with_units.csv,1650000.0,2542342.8756820015,54.081386404969784
monthly_on_17_investment_schedule_with_units.csv,1650000.0,2542269.4901773958,54.076938798630046
monthly_on_15_investment_schedule_with_units.csv,1650000.0,2542047.4126824816,54.06347955651403
monthly_on_5_investment_schedule_with_units.csv,1650000.0,2541265.332906071,54.01608078218613
monthly_on_12_investment_schedule_with_units.csv,1650000.0,2540880.0958430166,53.992733081394945
monthly_on_28_investment_schedule_with_units.csv,1650000.0,2540550.29856587,53.9727453676285
monthly_on_27_investment_schedule_with_units.csv,1650000.0,2540116.5094402,53.946455117587874
monthly_on_7_investment_schedule_with_units.csv,1650000.0,2538916.327108493,53.87371679445413
monthly_on_6_investment_schedule_with_units.csv,1650000.0,2538730.5555473072,53.86245791195802
monthly_on_8_investment_schedule_with_units.csv,1650000.0,2536389.722555909,53.72058924581266
monthly_on_13_investment_schedule_with_units.csv,1650000.0,2535103.5026728725,53.64263652562864
monthly_on_11_investment_schedule_with_units.csv,1650000.0,2534704.860659298,53.61847640359382
monthly_on_10_investment_schedule_with_units.csv,1650000.0,2531505.653744909,53.42458507544903
monthly_on_9_investment_schedule_with_units.csv,1650000.0,2530774.178832749,53.38025326259084
